,state,fips,votes_total,per_dem,per_gop,votes_dem,votes_gop
2916,Virginia,51730,13973,0.88,0.11,12293,1573
2917,Virginia,51143,33986,0.3,0.7,10027,23677
2918,Virginia,51735,7799,0.26,0.72,2048,5592
2919,Virginia,51740,43931,0.69,0.29,30447,12634
2920,Virginia,51145,19679,0.27,0.71,5299,14026
2921,Virginia,51147,9500,0.52,0.47,4937,4428
2922,Virginia,51149,17182,0.4,0.59,6870,10106
2923,Virginia,51153,219075,0.64,0.35,139502,76432
2924,Virginia,51155,17347,0.28,0.7,4914,12110
2925,Virginia,51750,6246,0.53,0.44,3330,2773
2926,Virginia,51157,4926,0.42,0.57,2075,2795
2927,Virginia,51159,4091,0.37,0.62,1513,2547
2928,Virginia,51760,103917,0.83,0.15,86460,15707
2929,Virginia,51161,55845,0.38,0.6,21218,33758
2930,Virginia,51770,42033,0.62,0.37,25929,15356
2931,Virginia,51163,12368,0.33,0.65,4022,8047
2932,Virginia,51165,38622,0.24,0.74,9311,28608
2933,Virginia,51167,13324,0.18,0.81,2360,10850
2934,Virginia,51775,13039,0.39,0.59,5143,7676
2935,Virginia,51169,10763,0.16,0.83,1692,8981
2936,Virginia,51171,23496,0.29,0.7,6763,16390
2937,Virginia,51173,14057,0.21,0.78,2989,10941
2938,Virginia,51175,9719,0.4,0.59,3917,5716
2939,Virginia,51177,75224,0.46,0.52,34344,39471
2940,Virginia,51179,78306,0.51,0.48,39657,37308
2941,Virginia,51790,12781,0.54,0.44,6886,5642
2942,Virginia,51800,49213,0.58,0.41,28484,20006
2943,Virginia,51181,4457,0.54,0.45,2394,2023
2944,Virginia,51183,5081,0.56,0.44,2822,2217
2945,Virginia,51185,19989,0.16,0.83,3169,16665
2946,Virginia,51810,253477,0.53,0.45,134252,115107
2947,Virginia,51187,20959,0.31,0.67,6564,14033
2948,Virginia,51191,28497,0.23,0.76,6583,21615
2949,Virginia,51820,10638,0.46,0.51,4918,5474
2950,Virginia,51193,9757,0.45,0.54,4413,5253
2951,Virginia,51830,6797,0.7,0.29,4754,1953
2952,Virginia,51840,11812,0.55,0.44,6451,5156
2953,Virginia,51195,16505,0.19,0.81,3084,13315
2954,Virginia,51197,15030,0.21,0.78,3136,11724
2955,Virginia,51199,38165,0.46,0.53,17410,20087
2956,Vermont,50001,22028,0.68,0.29,14963,6292
2957,Vermont,50003,20340,0.62,0.35,12591,7096
2958,Vermont,50005,16186,0.56,0.4,9010,6551
2959,Vermont,50007,81662,0.73,0.24,59573,19614
2960,Vermont,50009,3288,0.43,0.54,1405,1773
2961,Vermont,50011,25820,0.53,0.44,13576,11267
2962,Vermont,50013,4863,0.6,0.37,2905,1810
2963,Vermont,50015,14951,0.68,0.28,10240,4163
2964,Vermont,50017,17101,0.6,0.36,10281,6178
2965,Vermont,50019,14103,0.51,0.46,7147,6512
2966,Vermont,50021,33946,0.54,0.43,18205,14652
2967,Vermont,50023,35303,0.71,0.25,25169,8925
2968,Vermont,50025,26078,0.72,0.24,18766,6308
2969,Vermont,50027,34507,0.68,0.29,23399,9990
2970,Washington,53001,3478,0.31,0.68,1064,2361
2971,Washington,53003,9522,0.36,0.61,3442,5825
2972,Washington,53005,100035,0.37,0.59,37434,59053
2973,Washington,53007,33121,0.47,0.51,15454,16975
2974,Washington,53009,42321,0.52,0.46,21964,19387
2975,Washington,53011,234177,0.54,0.44,125707,103560
2976,Washington,53013,2397,0.27,0.71,644,1699
2977,Washington,53015,55621,0.4,0.57,22480,31805
2978,Washington,53017,18264,0.37,0.62,6727,11241
2979,Washington,53019,4183,0.34,0.64,1415,2669
2980,Washington,53021,31330,0.41,0.56,12786,17583
2981,Washington,53023,1478,0.24,0.72,362,1062
2982,Washington,53025,25575,0.33,0.65,8386,16662
2983,Washington,53027,28926,0.49,0.49,14043,14174
2984,Washington,53029,52061,0.55,0.43,28374,22182
2985,Washington,53031,21953,0.71,0.27,15619,5910
2986,Washington,53033,1170437,0.76,0.22,885638,260210
2987,Washington,53035,151812,0.58,0.39,87680,58824
2988,Washington,53037,20967,0.45,0.53,9470,11106
2989,Washington,53039,10927,0.46,0.52,5021,5727
2990,Washington,53041,44735,0.32,0.65,14316,29074
2991,Washington,53043,6942,0.24,0.73,1694,5095
2992,Washington,53045,36572,0.46,0.5,16999,18342
2993,Washington,53047,12095,0.47,0.52,5661,6272
2994,Washington,53049,12708,0.49,0.49,6283,6176
2995,Washington,53051,8422,0.31,0.67,2578,5655
2996,Washington,53053,403586,0.55,0.42,222595,168664
2997,Washington,53055,12326,0.75,0.22,9209,2769
2998,Washington,53057,38993,0.59,0.39,23033,15310
2999,Washington,53059,6918,0.44,0.53,3016,3694
3000,Washington,53061,398688,0.6,0.37,237590,148765
3001,Washington,53063,282696,0.46,0.5,130820,142122
3002,Washington,53065,13723,0.35,0.63,4783,8652
3003,Washington,53067,136782,0.6,0.37,81893,50782
3004,Washington,53069,2931,0.39,0.58,1150,1711
3005,Washington,53071,16928,0.49,0.49,8289,8246
3006,Washington,53073,136401,0.6,0.37,82463,49809
3007,Washington,53075,14774,0.53,0.43,7865,6394
3008,Washington,53077,57502,0.45,0.53,26119,30285
3009,Wisconsin,55001,11808,0.37,0.62,4329,7362
3010,Wisconsin,55003,8744,0.55,0.44,4794,3845
3011,Wisconsin,55005,25345,0.36,0.62,9194,15803
3012,Wisconsin,55007,10885,0.57,0.42,6155,4617
3013,Wisconsin,55009,144011,0.45,0.53,65509,75865
3014,Wisconsin,55011,7811,0.37,0.62,2859,4834
3015,Wisconsin,55013,10141,0.35,0.64,3569,6461
3016,Wisconsin,55015,30858,0.39,0.59,12115,18142
3017,Wisconsin,55017,35945,0.39,0.59,14001,21316
3018,Wisconsin,55019,14873,0.3,0.67,4520,10001
3019,Wisconsin,55021,33917,0.48,0.5,16408,16925
3020,Wisconsin,55023,8698,0.45,0.53,3953,4620
3021,Wisconsin,55025,344745,0.75,0.23,260157,78789
3022,Wisconsin,55027,48497,0.34,0.65,16355,31354
3023,Wisconsin,55029,20117,0.5,0.48,10044,9752
3024,Wisconsin,55031,24668,0.54,0.44,13214,10919
3025,Wisconsin,55033,23543,0.42,0.56,9909,13176
3026,Wisconsin,55035,58235,0.54,0.44,31617,25339
3027,Wisconsin,55037,2939,0.27,0.73,781,2133
3028,Wisconsin,55039,57322,0.36,0.62,20588,35754
3029,Wisconsin,55041,5052,0.34,0.65,1722,3287
3030,Wisconsin,55043,25379,0.43,0.55,10942,13981
3031,Wisconsin,55045,21400,0.51,0.47,10850,10165
3032,Wisconsin,55047,10663,0.31,0.67,3344,7165
3033,Wisconsin,55049,13984,0.56,0.42,7828,5907
3034,Wisconsin,55051,4031,0.38,0.61,1533,2439
3035,Wisconsin,55053,10187,0.42,0.57,4255,5789
3036,Wisconsin,55055,47967,0.41,0.57,19904,27209
3037,Wisconsin,55057,13702,0.35,0.64,4747,8749
3038,Wisconsin,55059,88691,0.48,0.51,42191,44972
3039,Wisconsin,55061,12071,0.33,0.66,3977,7927
3040,Wisconsin,55063,67798,0.56,0.42,37817,28661
3041,Wisconsin,55065,8557,0.43,0.56,3647,4820
3042,Wisconsin,55067,11159,0.33,0.66,3703,7330
3043,Wisconsin,55069,16531,0.38,0.61,6260,10017
3044,Wisconsin,55071,44806,0.38,0.61,16815,27217
3045,Wisconsin,55073,76741,0.4,0.58,30807,44623
3046,Wisconsin,55075,22977,0.32,0.67,7363,15303
3047,Wisconsin,55077,9060,0.36,0.63,3239,5719
3048,Wisconsin,55078,1586,0.82,0.18,1303,278
3049,Wisconsin,55079,458935,0.69,0.29,317251,134355
3050,Wisconsin,55081,22564,0.37,0.61,8432,13775
3051,Wisconsin,55083,23214,0.29,0.7,6715,16226
3052,Wisconsin,55085,24159,0.42,0.57,10105,13671
3053,Wisconsin,55087,108223,0.44,0.54,47659,58379
3054,Wisconsin,55089,61453,0.43,0.55,26515,33912
3055,Wisconsin,55091,4140,0.36,0.62,1489,2584
3056,Wisconsin,55093,23336,0.42,0.55,9789,12813
3057,Wisconsin,55095,26326,0.36,0.63,9361,16590
3058,Wisconsin,55097,40601,0.5,0.48,20426,19298
3059,Wisconsin,55099,8645,0.36,0.62,3132,5394
3060,Wisconsin,55101,106441,0.47,0.51,50154,54475
3061,Wisconsin,55103,9016,0.44,0.54,3995,4877
3062,Wisconsin,55105,85348,0.55,0.44,46649,37133
3063,Wisconsin,55107,7881,0.32,0.67,2517,5257
3064,Wisconsin,55111,36249,0.5,0.48,18103,17489
3065,Wisconsin,55113,10479,0.43,0.56,4494,5883
3066,Wisconsin,55115,22878,0.31,0.68,7131,15447
3067,Wisconsin,55117,66020,0.41,0.57,27109,37624
3068,Wisconsin,55109,56701,0.41,0.57,23190,32190
3069,Wisconsin,55119,10683,0.25,0.72,2693,7656
3070,Wisconsin,55121,15356,0.41,0.57,6283,8828
3071,Wisconsin,55123,15910,0.47,0.52,7457,8216
3072,Wisconsin,55125,15338,0.38,0.6,5903,9261
3073,Wisconsin,55127,57588,0.4,0.59,22783,33844
3074,Wisconsin,55129,10371,0.37,0.61,3867,6332
3075,Wisconsin,55131,88254,0.3,0.68,26647,60235
3076,Wisconsin,55133,267957,0.39,0.6,103867,159633
3077,Wisconsin,55135,29118,0.33,0.65,9699,18948
3078,Wisconsin,55137,13564,0.32,0.66,4388,9016
3079,Wisconsin,55139,94032,0.47,0.51,44060,47795
3080,Wisconsin,55141,41196,0.4,0.59,16360,24306
3081,West Virginia,54001,6634,0.22,0.77,1438,5094
3082,West Virginia,54003,49146,0.33,0.65,16075,32062
3083,West Virginia,54005,8983,0.23,0.75,2029,6775
3084,West Virginia,54007,5650,0.26,0.73,1453,4115
3085,West Virginia,54009,10631,0.28,0.71,2936,7516
3086,West Virginia,54011,36795,0.4,0.58,14733,21440
3087,West Virginia,54013,2948,0.19,0.8,563,2346
3088,West Virginia,54015,3346,0.19,0.8,640,2661
3089,West Virginia,54017,3069,0.14,0.84,432,2592
3090,West Virginia,54019,16794,0.3,0.69,5031,11514
3091,West Virginia,54021,2639,0.22,0.76,591,1997
3092,West Virginia,54023,5497,0.11,0.88,605,4861
3093,West Virginia,54025,15827,0.29,0.69,4641,10898
3094,West Virginia,54027,9872,0.19,0.79,1919,7829
3095,West Virginia,54029,13546,0.27,0.71,3670,9653
3096,West Virginia,54031,6287,0.22,0.77,1371,4827
3097,West Virginia,54033,30375,0.3,0.68,9149,20581
3098,West Virginia,54035,13429,0.24,0.75,3197,10025
3099,West Virginia,54037,27163,0.44,0.55,11831,14813
3100,West Virginia,54039,82001,0.42,0.56,34139,46086
3101,West Virginia,54041,7423,0.21,0.78,1531,5759
3102,West Virginia,54043,7775,0.22,0.77,1703,5967
3103,West Virginia,54045,12981,0.18,0.81,2325,10501
3104,West Virginia,54049,25704,0.34,0.63,8836,16218
3105,West Virginia,54051,13666,0.24,0.74,3348,10137
3106,West Virginia,54053,11149,0.23,0.76,2511,8422
3107,West Virginia,54047,6494,0.2,0.79,1323,5125
3108,West Virginia,54055,25103,0.22,0.76,5522,19185
3109,West Virginia,54057,12652,0.2,0.78,2579,9904
3110,West Virginia,54059,9987,0.14,0.85,1385,8521
3111,West Virginia,54061,41873,0.48,0.49,20064,20656
3112,West Virginia,54063,6417,0.21,0.78,1330,5012
3113,West Virginia,54065,8257,0.24,0.75,1945,6157
3114,West Virginia,54067,10570,0.21,0.78,2206,8221
3115,West Virginia,54069,19674,0.36,0.62,7139,12226
3116,West Virginia,54071,3646,0.22,0.76,816,2764
3117,West Virginia,54073,3467,0.2,0.79,692,2726
3118,West Virginia,54075,3979,0.26,0.72,1039,2876
3119,West Virginia,54077,14508,0.22,0.77,3147,11143
3120,West Virginia,54079,28410,0.28,0.7,7824,19921
3121,West Virginia,54081,32640,0.24,0.74,7841,24297
3122,West Virginia,54083,12172,0.28,0.71,3353,8655
3123,West Virginia,54085,4269,0.14,0.85,585,3637
3124,West Virginia,54087,5745,0.25,0.73,1451,4199
3125,West Virginia,54089,5583,0.26,0.73,1444,4068
3126,West Virginia,54091,7334,0.24,0.74,1787,5439
3127,West Virginia,54093,3830,0.24,0.74,933,2833
3128,West Virginia,54095,3873,0.16,0.82,626,3183
3129,West Virginia,54097,10161,0.22,0.76,2247,7721
3130,West Virginia,54099,16735,0.24,0.74,3964,12462
3131,West Virginia,54101,3378,0.18,0.81,608,2737
3132,West Virginia,54103,6596,0.23,0.75,1529,4933
3133,West Virginia,54105,2617,0.18,0.8,461,2103
3134,West Virginia,54107,38487,0.28,0.7,10816,26963
3135,West Virginia,54109,8485,0.14,0.85,1149,7254
3136,Wyoming,56001,18612,0.49,0.46,9091,8575
3137,Wyoming,56003,5752,0.14,0.84,788,4806
3138,Wyoming,56005,19564,0.1,0.87,1935,16973
3139,Wyoming,56007,6662,0.21,0.75,1427,5012
3140,Wyoming,56009,6969,0.12,0.85,861,5916
3141,Wyoming,56011,4119,0.09,0.89,378,3651
3142,Wyoming,56013,18111,0.3,0.66,5519,12007
3143,Wyoming,56015,6241,0.19,0.78,1203,4878
3144,Wyoming,56017,2577,0.19,0.78,482,1999
3145,Wyoming,56019,4914,0.18,0.79,897,3881
3146,Wyoming,56021,44865,0.34,0.62,15181,27814
3147,Wyoming,56023,10498,0.14,0.83,1509,8673
3148,Wyoming,56025,35196,0.24,0.72,8528,25267
3149,Wyoming,56027,1123,0.13,0.84,150,943
3150,Wyoming,56029,16699,0.2,0.77,3404,12802
3151,Wyoming,56031,4923,0.18,0.79,890,3898
3152,Wyoming,56033,16428,0.25,0.72,4043,11843
3153,Wyoming,56035,4970,0.18,0.8,882,3957
3154,Wyoming,56037,16489,0.23,0.74,3822,12197
3155,Wyoming,56039,14677,0.67,0.3,9848,4341
3156,Wyoming,56041,9400,0.17,0.8,1591,7494
3157,Wyoming,56043,4012,0.16,0.81,651,3245
3158,Wyoming,56045,3542,0.1,0.88,360,3107
